
# TEST	None	None	None	None	None	Layer	

# Name	1	5	0	1.0	True	POLYLINE	
xyAbs	-17.8829	-18.3448	2.000
vtip	1.000000
xyAbs	-17.8829	-18.3448	5.000
xyAbs	-17.8829	-5.6676	5.000
xyAbs	-16.8829	-5.6676	5.000
xyAbs	-16.8829	-18.3448	5.000
xyAbs	-15.8829	-18.3448	5.000
xyAbs	-15.8829	-5.6676	5.000
xyAbs	-14.8829	-5.6676	5.000
xyAbs	-14.8829	-18.3448	5.000
xyAbs	-13.8829	-18.3448	5.000
xyAbs	-13.8829	-5.6676	5.000
xyAbs	-12.8829	-5.6676	5.000
xyAbs	-12.8829	-18.3448	5.000
xyAbs	-11.8829	-18.3448	5.000
xyAbs	-11.8829	-5.6676	5.000
xyAbs	-10.8829	-5.6676	5.000
xyAbs	-10.8829	-18.3448	5.000
xyAbs	-9.8829	-18.3448	5.000
xyAbs	-9.8829	-5.6676	5.000
xyAbs	-8.8829	-5.6676	5.000
xyAbs	-8.8829	-18.3448	5.000
xyAbs	-7.8829	-18.3448	5.000
xyAbs	-7.8829	-5.6676	5.000
xyAbs	-6.8829	-5.6676	5.000
xyAbs	-6.8829	-18.3448	5.000
vtip	0.000000

# Name	2	5	0	0.05	False	POLYLINE	
xyAbs	-22.0541	-17.2010	2.000
vtip	2.000000
xyAbs	-22.0541	-17.2010	5.000
xyAbs	-22.0840	-16.9287	5.000
xyAbs	-22.1138	-16.6563	5.000
xyAbs	-22.1435	-16.3841	5.000
xyAbs	-22.1729	-16.1121	5.000
xyAbs	-22.2019	-15.8403	5.000
xyAbs	-22.2305	-15.5688	5.000
xyAbs	-22.2585	-15.2976	5.000
xyAbs	-22.2860	-15.0267	5.000
xyAbs	-22.3127	-14.7564	5.000
xyAbs	-22.3387	-14.4865	5.000
xyAbs	-22.3638	-14.2171	5.000
xyAbs	-22.3879	-13.9484	5.000
xyAbs	-22.4110	-13.6804	5.000
xyAbs	-22.4329	-13.4130	5.000
xyAbs	-22.4536	-13.1464	5.000
xyAbs	-22.4730	-12.8807	5.000
xyAbs	-22.4910	-12.6158	5.000
xyAbs	-22.5075	-12.3519	5.000
xyAbs	-22.5224	-12.0890	5.000
xyAbs	-22.5357	-11.8271	5.000
xyAbs	-22.5472	-11.5663	5.000
xyAbs	-22.5568	-11.3067	5.000
xyAbs	-22.5646	-11.0483	5.000
xyAbs	-22.5703	-10.7911	5.000
xyAbs	-22.5739	-10.5353	5.000
xyAbs	-22.5754	-10.2809	5.000
xyAbs	-22.5745	-10.0278	5.000
xyAbs	-22.5713	-9.7763	5.000
xyAbs	-22.5656	-9.5264	5.000
xyAbs	-22.5574	-9.2780	5.000
xyAbs	-22.5466	-9.0313	5.000
xyAbs	-22.5330	-8.7862	5.000
xyAbs	-22.5167	-8.5430	5.000
xyAbs	-22.4974	-8.3016	5.000
xyAbs	-22.4752	-8.0620	5.000
xyAbs	-22.4499	-7.8244	5.000
xyAbs	-22.4215	-7.5888	5.000
xyAbs	-22.3898	-7.3552	5.000
xyAbs	-22.3548	-7.1237	5.000
xyAbs	-22.3163	-6.8943	5.000
xyAbs	-22.2744	-6.6672	5.000
xyAbs	-22.2289	-6.4423	5.000
xyAbs	-22.1797	-6.2197	5.000
xyAbs	-22.1267	-5.9995	5.000
xyAbs	-22.0699	-5.7818	5.000
xyAbs	-22.0091	-5.5665	5.000
xyAbs	-21.9443	-5.3537	5.000
xyAbs	-21.8754	-5.1436	5.000
xyAbs	-21.8023	-4.9360	5.000
xyAbs	-21.7248	-4.7312	5.000
xyAbs	-21.6430	-4.5292	5.000
xyAbs	-21.5568	-4.3299	5.000
xyAbs	-21.4659	-4.1336	5.000
xyAbs	-21.3705	-3.9401	5.000
xyAbs	-21.2703	-3.7496	5.000
xyAbs	-21.1653	-3.5622	5.000
xyAbs	-21.0554	-3.3778	5.000
xyAbs	-20.9404	-3.1966	5.000
xyAbs	-20.8204	-3.0186	5.000
xyAbs	-20.6953	-2.8439	5.000
xyAbs	-20.5649	-2.6724	5.000
xyAbs	-20.4291	-2.5043	5.000
xyAbs	-20.2879	-2.3397	5.000
xyAbs	-20.1412	-2.1785	5.000
xyAbs	-19.9889	-2.0208	5.000
xyAbs	-19.8313	-1.8667	5.000
xyAbs	-19.6684	-1.7161	5.000
xyAbs	-19.5004	-1.5692	5.000
xyAbs	-19.3275	-1.4258	5.000
xyAbs	-19.1496	-1.2861	5.000
xyAbs	-18.9671	-1.1501	5.000
xyAbs	-18.7800	-1.0178	5.000
xyAbs	-18.5884	-0.8892	5.000
xyAbs	-18.3926	-0.7643	5.000
xyAbs	-18.1925	-0.6432	5.000
xyAbs	-17.9885	-0.5259	5.000
xyAbs	-17.7805	-0.4124	5.000
xyAbs	-17.5688	-0.3028	5.000
xyAbs	-17.3534	-0.1971	5.000
xyAbs	-17.1346	-0.0952	5.000
xyAbs	-16.9124	0.0027	5.000
xyAbs	-16.6870	0.0967	5.000
xyAbs	-16.4585	0.1867	5.000
xyAbs	-16.2270	0.2726	5.000
xyAbs	-15.9928	0.3546	5.000
xyAbs	-15.7559	0.4325	5.000
xyAbs	-15.5164	0.5064	5.000
xyAbs	-15.2745	0.5761	5.000
xyAbs	-15.0304	0.6417	5.000
xyAbs	-14.7841	0.7032	5.000
xyAbs	-14.5358	0.7604	5.000
xyAbs	-14.2857	0.8135	5.000
xyAbs	-14.0338	0.8623	5.000
xyAbs	-13.7804	0.9069	5.000
xyAbs	-13.5255	0.9472	5.000
xyAbs	-13.2692	0.9832	5.000
xyAbs	-13.0118	1.0149	5.000
xyAbs	-12.7534	1.0422	5.000
xyAbs	-12.4940	1.0651	5.000
xyAbs	-12.2339	1.0837	5.000
xyAbs	-11.9731	1.0978	5.000
xyAbs	-11.7118	1.1074	5.000
xyAbs	-11.4502	1.1125	5.000
xyAbs	-11.1883	1.1132	5.000
xyAbs	-10.9263	1.1093	5.000
xyAbs	-10.6644	1.1008	5.000
xyAbs	-10.4026	1.0878	5.000
xyAbs	-10.1412	1.0701	5.000
xyAbs	-9.8801	1.0478	5.000
xyAbs	-9.6197	1.0209	5.000
xyAbs	-9.3600	0.9892	5.000
