
# TEST	None	None	None	None	None	Layer	

# Name	1	5	0	1.0	True	POLYLINE	
xyAbs	-9.1012	0.9529	5.000
xyAbs	-8.8433	0.9118	5.000
xyAbs	-8.5866	0.8660	5.000
xyAbs	-8.3311	0.8153	5.000
xyAbs	-8.0770	0.7599	5.000
xyAbs	-7.8245	0.6996	5.000
xyAbs	-7.5736	0.6344	5.000
xyAbs	-7.3245	0.5644	5.000
xyAbs	-7.0774	0.4894	5.000
xyAbs	-6.8323	0.4095	5.000
xyAbs	-6.5894	0.3246	5.000
xyAbs	-6.3489	0.2348	5.000
xyAbs	-6.1109	0.1399	5.000
xyAbs	-5.8754	0.0401	5.000
xyAbs	-5.6424	-0.0645	5.000
xyAbs	-5.4120	-0.1739	5.000
xyAbs	-5.1842	-0.2881	5.000
xyAbs	-4.9591	-0.4069	5.000
xyAbs	-4.7367	-0.5302	5.000
xyAbs	-4.5170	-0.6580	5.000
xyAbs	-4.3000	-0.7903	5.000
xyAbs	-4.0859	-0.9268	5.000
xyAbs	-3.8746	-1.0677	5.000
xyAbs	-3.6662	-1.2127	5.000
xyAbs	-3.4607	-1.3618	5.000
xyAbs	-3.2582	-1.5150	5.000
xyAbs	-3.0586	-1.6721	5.000
xyAbs	-2.8620	-1.8331	5.000
xyAbs	-2.6686	-1.9980	5.000
xyAbs	-2.4782	-2.1665	5.000
xyAbs	-2.2909	-2.3388	5.000
xyAbs	-2.1068	-2.5146	5.000
xyAbs	-1.9259	-2.6939	5.000
xyAbs	-1.7483	-2.8767	5.000
xyAbs	-1.5739	-3.0628	5.000
xyAbs	-1.4028	-3.2522	5.000
xyAbs	-1.2351	-3.4449	5.000
xyAbs	-1.0708	-3.6406	5.000
xyAbs	-0.9099	-3.8395	5.000
xyAbs	-0.7524	-4.0413	5.000
xyAbs	-0.5985	-4.2461	5.000
xyAbs	-0.4480	-4.4536	5.000
xyAbs	-0.3012	-4.6640	5.000
xyAbs	-0.1579	-4.8770	5.000
xyAbs	-0.0183	-5.0927	5.000
xyAbs	0.1176	-5.3109	5.000
xyAbs	0.2498	-5.5316	5.000
xyAbs	0.3783	-5.7546	5.000
xyAbs	0.5030	-5.9800	5.000
xyAbs	0.6238	-6.2076	5.000
xyAbs	0.7408	-6.4374	5.000
xyAbs	0.8539	-6.6692	5.000
xyAbs	0.9631	-6.9031	5.000
xyAbs	1.0683	-7.1390	5.000
xyAbs	1.1695	-7.3767	5.000
xyAbs	1.2667	-7.6162	5.000
xyAbs	1.3598	-7.8574	5.000
xyAbs	1.4487	-8.1002	5.000
xyAbs	1.5335	-8.3446	5.000
xyAbs	1.6142	-8.5906	5.000
xyAbs	1.6906	-8.8379	5.000
xyAbs	1.7627	-9.0866	5.000
xyAbs	1.8306	-9.3365	5.000
xyAbs	1.8941	-9.5877	5.000
xyAbs	1.9532	-9.8399	5.000
xyAbs	2.0080	-10.0933	5.000
xyAbs	2.0583	-10.3475	5.000
xyAbs	2.1041	-10.6027	5.000
xyAbs	2.1454	-10.8587	5.000
xyAbs	2.1821	-11.1154	5.000
xyAbs	2.2143	-11.3729	5.000
xyAbs	2.2418	-11.6309	5.000
xyAbs	2.2647	-11.8894	5.000
xyAbs	2.2829	-12.1484	5.000
xyAbs	2.2963	-12.4077	5.000
xyAbs	2.3050	-12.6674	5.000
xyAbs	2.3089	-12.9273	5.000
xyAbs	2.3079	-13.1873	5.000
xyAbs	2.3021	-13.4474	5.000
xyAbs	2.2913	-13.7075	5.000
xyAbs	2.2756	-13.9675	5.000
xyAbs	2.2549	-14.2273	5.000
xyAbs	2.2291	-14.4870	5.000
xyAbs	2.1984	-14.7463	5.000
xyAbs	2.1625	-15.0053	5.000
xyAbs	2.1214	-15.2638	5.000
xyAbs	2.0752	-15.5218	5.000
xyAbs	2.0238	-15.7791	5.000
xyAbs	1.9672	-16.0358	5.000
xyAbs	1.9052	-16.2918	5.000
xyAbs	1.8380	-16.5468	5.000
xyAbs	1.7656	-16.8007	5.000
xyAbs	1.6880	-17.0532	5.000
xyAbs	1.6052	-17.3039	5.000
xyAbs	1.5174	-17.5526	5.000
xyAbs	1.4245	-17.7990	5.000
xyAbs	1.3267	-18.0429	5.000
xyAbs	1.2240	-18.2839	5.000
xyAbs	1.1164	-18.5219	5.000
xyAbs	1.0039	-18.7565	5.000
xyAbs	0.8867	-18.9874	5.000
xyAbs	0.7648	-19.2144	5.000
xyAbs	0.6383	-19.4372	5.000
xyAbs	0.5071	-19.6555	5.000
xyAbs	0.3713	-19.8690	5.000
xyAbs	0.2311	-20.0775	5.000
xyAbs	0.0864	-20.2807	5.000
xyAbs	-0.0627	-20.4783	5.000
xyAbs	-0.2161	-20.6701	5.000
xyAbs	-0.3738	-20.8557	5.000
xyAbs	-0.5358	-21.0349	5.000
xyAbs	-0.7020	-21.2075	5.000
xyAbs	-0.8723	-21.3730	5.000
xyAbs	-1.0467	-21.5314	5.000
xyAbs	-1.2251	-21.6822	5.000
xyAbs	-1.4075	-21.8252	5.000
xyAbs	-1.5939	-21.9601	5.000
xyAbs	-1.7841	-22.0868	5.000
xyAbs	-1.9781	-22.2047	5.000
xyAbs	-2.1759	-22.3139	5.000
xyAbs	-2.3775	-22.4138	5.000
xyAbs	-2.5827	-22.5043	5.000
xyAbs	-2.7916	-22.5850	5.000
xyAbs	-3.0040	-22.6558	5.000
xyAbs	-3.2198	-22.7166	5.000
xyAbs	-3.4390	-22.7679	5.000
xyAbs	-3.6613	-22.8102	5.000
xyAbs	-3.8866	-22.8439	5.000
xyAbs	-4.1146	-22.8696	5.000
xyAbs	-4.3452	-22.8878	5.000
xyAbs	-4.5783	-22.8990	5.000
xyAbs	-4.8137	-22.9037	5.000
xyAbs	-5.0511	-22.9024	5.000
xyAbs	-5.2904	-22.8955	5.000
xyAbs	-5.5315	-22.8837	5.000
xyAbs	-5.7741	-22.8673	5.000
xyAbs	-6.0181	-22.8469	5.000
xyAbs	-6.2634	-22.8230	5.000
xyAbs	-6.5097	-22.7961	5.000
xyAbs	-6.7568	-22.7667	5.000
xyAbs	-7.0047	-22.7353	5.000
xyAbs	-7.2530	-22.7024	5.000
xyAbs	-7.5017	-22.6685	5.000
xyAbs	-7.7506	-22.6341	5.000
vtip	0.000000
