
# Virtual Electrodes	False	20.0	1.0	0.0	0.1	0.0	False	(0, 83, 138)	LAYER	

# 9E	False	20.0	1.0	0.0	0.1	0.0	True	(0, 83, 138)	POLYLINE	
vtip	0.000000
xyAbs	-21.4756	0.9724	4.000
vtip	0.000000
xyAbs	-21.4756	0.9724	1.000
xyAbs	-21.4756	1.7528	1.000
xyAbs	-21.3756	0.9705	1.000
xyAbs	-21.3756	3.3115	1.000
xyAbs	-21.2756	4.8702	1.000
xyAbs	-21.2756	0.9685	1.000
xyAbs	-21.1756	0.9665	1.000
xyAbs	-21.1756	6.1027	1.000
xyAbs	-21.0756	6.0653	1.000
xyAbs	-21.0756	0.9646	1.000
xyAbs	-20.9756	0.9626	1.000
xyAbs	-20.9756	6.0279	1.000
xyAbs	-20.8756	5.9905	1.000
xyAbs	-20.8756	0.9607	1.000
xyAbs	-20.7756	0.9587	1.000
xyAbs	-20.7756	5.9531	1.000
xyAbs	-20.6756	5.9157	1.000
xyAbs	-20.6756	0.9567	1.000
xyAbs	-20.5756	0.9548	1.000
xyAbs	-20.5756	5.8783	1.000
xyAbs	-20.4756	5.8409	1.000
xyAbs	-20.4756	0.9528	1.000
xyAbs	-20.3756	0.9508	1.000
xyAbs	-20.3756	5.8035	1.000
xyAbs	-20.2756	5.7661	1.000
xyAbs	-20.2756	0.9489	1.000
xyAbs	-20.1756	0.9469	1.000
xyAbs	-20.1756	5.7287	1.000
xyAbs	-20.0756	5.6913	1.000
xyAbs	-20.0756	0.9450	1.000
xyAbs	-19.9756	0.9430	1.000
xyAbs	-19.9756	5.6539	1.000
xyAbs	-19.8756	5.6165	1.000
xyAbs	-19.8756	0.9410	1.000
xyAbs	-19.7756	0.9391	1.000
xyAbs	-19.7756	5.5791	1.000
xyAbs	-19.6756	5.5417	1.000
xyAbs	-19.6756	0.9371	1.000
xyAbs	-19.5756	0.9351	1.000
xyAbs	-19.5756	5.5043	1.000
xyAbs	-19.4756	5.4669	1.000
xyAbs	-19.4756	0.9332	1.000
xyAbs	-19.3756	0.9312	1.000
xyAbs	-19.3756	5.4295	1.000
xyAbs	-19.2756	5.3920	1.000
xyAbs	-19.2756	0.9293	1.000
xyAbs	-19.1756	0.9273	1.000
xyAbs	-19.1756	5.3546	1.000
xyAbs	-19.0756	5.3172	1.000
xyAbs	-19.0756	0.9253	1.000
xyAbs	-18.9756	0.9234	1.000
xyAbs	-18.9756	5.2798	1.000
xyAbs	-18.8756	5.2424	1.000
xyAbs	-18.8756	0.9214	1.000
xyAbs	-18.7756	0.9194	1.000
xyAbs	-18.7756	5.2050	1.000
xyAbs	-18.6756	5.1676	1.000
xyAbs	-18.6756	0.9175	1.000
xyAbs	-18.5756	0.9155	1.000
xyAbs	-18.5756	5.1302	1.000
xyAbs	-18.4756	5.0928	1.000
xyAbs	-18.4756	0.9136	1.000
xyAbs	-18.3756	0.9116	1.000
xyAbs	-18.3756	5.0554	1.000
xyAbs	-18.2756	5.0180	1.000
xyAbs	-18.2756	0.9096	1.000
xyAbs	-18.1756	0.9077	1.000
